,id,event_id,down_time,up_time,action_time,activity,down_event,up_event,text_change,cursor_position,word_count
32,b73648cf,33,145891,145955,64,Remove/Cut,Backspace,Backspace,q,12,3
33,b73648cf,34,146699,147200,501,Remove/Cut,Backspace,Backspace,q,11,3
34,b73648cf,35,147200,147234,34,Remove/Cut,Backspace,Backspace,q,10,3
35,b73648cf,36,147234,147269,35,Remove/Cut,Backspace,Backspace,q,9,2
36,b73648cf,37,147269,147304,35,Remove/Cut,Backspace,Backspace, ,8,2
37,b73648cf,38,147304,147336,32,Remove/Cut,Backspace,Backspace,q,7,2
38,b73648cf,39,147336,147370,34,Remove/Cut,Backspace,Backspace,q,6,2
39,b73648cf,40,147370,147404,34,Remove/Cut,Backspace,Backspace,q,5,2
40,b73648cf,41,147404,147438,34,Remove/Cut,Backspace,Backspace,q,4,1
41,b73648cf,42,147438,147471,33,Remove/Cut,Backspace,Backspace, ,3,1
42,b73648cf,43,147471,147506,35,Remove/Cut,Backspace,Backspace,q,2,1
43,b73648cf,44,147506,147541,35,Remove/Cut,Backspace,Backspace,q,1,1
44,b73648cf,45,147541,147575,34,Remove/Cut,Backspace,Backspace,q,0,0
45,b73648cf,46,147575,147611,36,Nonproduction,Backspace,Backspace,NoChange,0,0
46,b73648cf,47,147611,147640,29,Nonproduction,Backspace,Backspace,NoChange,0,0
47,b73648cf,48,147640,147675,35,Nonproduction,Backspace,Backspace,NoChange,0,0
48,b73648cf,49,147675,147708,33,Nonproduction,Backspace,Backspace,NoChange,0,0
49,b73648cf,50,147708,147742,34,Nonproduction,Backspace,Backspace,NoChange,0,0
50,b73648cf,51,147742,147776,34,Nonproduction,Backspace,Backspace,NoChange,0,0
51,b73648cf,52,147776,147823,47,Nonproduction,Backspace,Backspace,NoChange,0,0
52,b73648cf,53,147823,147835,12,Nonproduction,Backspace,Backspace,NoChange,0,0
53,b73648cf,54,148589,148663,74,Input,q,q,q,1,1
54,b73648cf,55,149759,149855,96,Remove/Cut,Backspace,Backspace,q,0,0
55,b73648cf,56,150036,150037,1,Nonproduction,CapsLock,CapsLock,NoChange,0,0
56,b73648cf,57,150204,150278,74,Input,q,q,q,1,1
57,b73648cf,58,150346,150348,2,Nonproduction,CapsLock,CapsLock,NoChange,1,1
58,b73648cf,59,150485,150551,66,Input,q,q,q,2,1
59,b73648cf,60,150983,151059,76,Input,Space,Space, ,3,1
60,b73648cf,61,151674,151743,69,Input,q,q,q,4,2
61,b73648cf,62,151882,151957,75,Input,q,q,q,5,2
62,b73648cf,63,152003,152087,84,Input,q,q,q,6,2
63,b73648cf,64,152126,152200,74,Input,Space,Space, ,7,2
64,b73648cf,65,152519,152626,107,Input,q,q,q,8,3
65,b73648cf,66,153605,153690,85,Input,q,q,q,9,3
66,b73648cf,67,154649,154729,80,Remove/Cut,Backspace,Backspace,q,8,3
67,b73648cf,68,154883,154971,88,Input,q,q,q,9,3
68,b73648cf,69,155238,155353,115,Input,q,q,q,10,3
69,b73648cf,70,155415,155430,15,Input,q,q,q,11,3
70,b73648cf,71,155617,155694,77,Input,Space,Space, ,12,3
71,b73648cf,72,156020,156120,100,Input,q,q,q,13,4
72,b73648cf,73,156194,156264,70,Input,q,q,q,14,4
73,b73648cf,74,156360,156432,72,Input,q,q,q,15,4
74,b73648cf,75,156510,156576,66,Input,q,q,q,16,4
75,b73648cf,76,156634,156719,85,Input,q,q,q,17,4
76,b73648cf,77,156873,156932,59,Input,Space,Space, ,18,4
77,b73648cf,78,157948,158040,92,Input,q,q,q,19,5
78,b73648cf,79,158311,158373,62,Input,q,q,q,20,5
79,b73648cf,80,158580,158645,65,Input,q,q,q,21,5
80,b73648cf,81,158847,158914,67,Input,q,q,q,22,5
81,b73648cf,82,159170,159289,119,Input,q,q,q,23,5
82,b73648cf,83,159451,159543,92,Input,q,q,q,24,5
83,b73648cf,84,159761,159837,76,Input,q,q,q,25,5
84,b73648cf,85,159924,160004,80,Input,q,q,q,26,5
85,b73648cf,86,160039,160104,65,Input,q,q,q,27,5
86,b73648cf,87,161921,162000,79,Remove/Cut,Backspace,Backspace,q,26,5
87,b73648cf,88,162513,162580,67,Input,q,q,q,27,5
88,b73648cf,89,162685,162757,72,Input,q,q,q,28,5
89,b73648cf,90,163221,163257,36,Input,q,q,q,29,5
90,b73648cf,91,163380,163443,63,Input,Space,Space, ,30,5
91,b73648cf,92,163622,163689,67,Input,q,q,q,31,6
92,b73648cf,93,163789,163885,96,Input,q,q,q,32,6
93,b73648cf,94,163923,163989,66,Input,Space,Space, ,33,6
94,b73648cf,95,165480,165559,79,Input,q,q,q,34,7
95,b73648cf,96,165589,165660,71,Input,q,q,q,35,7
96,b73648cf,97,165707,165807,100,Input,q,q,q,36,7
97,b73648cf,98,165920,166018,98,Input,q,q,q,37,7
98,b73648cf,99,166030,166107,77,Input,q,q,q,38,7
99,b73648cf,100,166174,166261,87,Input,q,q,q,39,7
100,b73648cf,101,166250,166334,84,Input,q,q,q,40,7
101,b73648cf,102,166936,167016,80,Input,q,q,q,41,7
102,b73648cf,103,167299,167379,80,Input,q,q,q,42,7
103,b73648cf,104,168144,168228,84,Remove/Cut,Backspace,Backspace,q,41,7
104,b73648cf,105,168644,168766,122,Input,q,q,q,42,7
105,b73648cf,106,169880,169960,80,Input,q,q,q,43,7
106,b73648cf,107,170661,170744,83,Remove/Cut,Backspace,Backspace,q,42,7
107,b73648cf,108,170839,170921,82,Input,q,q,q,43,7
108,b73648cf,109,172855,172931,76,Input,",",",",",",44,7
109,b73648cf,110,173073,173146,73,Input,Space,Space, ,45,7
110,b73648cf,111,173370,173445,75,Input,q,q,q,46,8
111,b73648cf,112,173510,173590,80,Input,q,q,q,47,8
112,b73648cf,113,173643,173715,72,Input,Space,Space, ,48,8
113,b73648cf,114,173994,174070,76,Input,q,q,q,49,9
114,b73648cf,115,174186,174266,80,Input,q,q,q,50,9
115,b73648cf,116,174300,174383,83,Input,Space,Space, ,51,9
116,b73648cf,117,174436,174533,97,Input,q,q,q,52,10
117,b73648cf,118,174600,174672,72,Input,q,q,q,53,10
118,b73648cf,119,174725,174821,96,Input,q,q,q,54,10
119,b73648cf,120,174865,174925,60,Input,q,q,q,55,10
120,b73648cf,121,175072,175155,83,Input,Space,Space, ,56,10
121,b73648cf,122,175215,175339,124,Input,q,q,q,57,11
122,b73648cf,123,175428,175512,84,Input,q,q,q,58,11
123,b73648cf,124,176430,176505,75,Input,q,q,q,59,11
124,b73648cf,125,176692,176765,73,Input,q,q,q,60,11
125,b73648cf,126,176803,176887,84,Input,q,q,q,61,11
126,b73648cf,127,177706,178204,498,Nonproduction,ArrowLeft,ArrowLeft,NoChange,60,11
127,b73648cf,128,178204,178239,35,Nonproduction,ArrowLeft,ArrowLeft,NoChange,59,11
128,b73648cf,129,178239,178273,34,Nonproduction,ArrowLeft,ArrowLeft,NoChange,58,11
129,b73648cf,130,178273,178310,37,Nonproduction,ArrowLeft,ArrowLeft,NoChange,57,11
130,b73648cf,131,178310,178343,33,Nonproduction,ArrowLeft,ArrowLeft,NoChange,56,11
131,b73648cf,132,178343,178376,33,Nonproduction,ArrowLeft,ArrowLeft,NoChange,55,11
132,b73648cf,133,178376,178409,33,Nonproduction,ArrowLeft,ArrowLeft,NoChange,54,11
133,b73648cf,134,178409,178454,45,Nonproduction,ArrowLeft,ArrowLeft,NoChange,53,11
134,b73648cf,135,178454,178476,22,Nonproduction,ArrowLeft,ArrowLeft,NoChange,52,11
135,b73648cf,136,178476,178511,35,Nonproduction,ArrowLeft,ArrowLeft,NoChange,51,11
136,b73648cf,137,178511,178543,32,Nonproduction,ArrowLeft,ArrowLeft,NoChange,50,11
137,b73648cf,138,178543,178576,33,Nonproduction,ArrowLeft,ArrowLeft,NoChange,49,11
138,b73648cf,139,178576,178610,34,Nonproduction,ArrowLeft,ArrowLeft,NoChange,48,11
139,b73648cf,140,178610,178646,36,Nonproduction,ArrowLeft,ArrowLeft,NoChange,47,11
140,b73648cf,141,178646,178688,42,Nonproduction,ArrowLeft,ArrowLeft,NoChange,46,11
141,b73648cf,142,178688,178713,25,Nonproduction,ArrowLeft,ArrowLeft,NoChange,45,11
142,b73648cf,143,178713,178745,32,Nonproduction,ArrowLeft,ArrowLeft,NoChange,44,11
143,b73648cf,144,178745,178768,23,Nonproduction,ArrowLeft,ArrowLeft,NoChange,43,11
144,b73648cf,145,179290,179436,146,Nonproduction,ArrowRight,ArrowRight,NoChange,44,11
145,b73648cf,146,179971,180057,86,Remove/Cut,Backspace,Backspace,",",43,11
146,b73648cf,147,180296,180363,67,Input,.,.,.,44,11
147,b73648cf,148,180632,181132,500,Nonproduction,ArrowRight,ArrowRight,NoChange,45,11
148,b73648cf,149,181132,181174,42,Nonproduction,ArrowRight,ArrowRight,NoChange,46,11
149,b73648cf,150,181174,181202,28,Nonproduction,ArrowRight,ArrowRight,NoChange,47,11
150,b73648cf,151,181202,181234,32,Nonproduction,ArrowRight,ArrowRight,NoChange,48,11
151,b73648cf,152,181234,181271,37,Nonproduction,ArrowRight,ArrowRight,NoChange,49,11
152,b73648cf,153,181271,181301,30,Nonproduction,ArrowRight,ArrowRight,NoChange,50,11
153,b73648cf,154,181301,181337,36,Nonproduction,ArrowRight,ArrowRight,NoChange,51,11
154,b73648cf,155,181337,181370,33,Nonproduction,ArrowRight,ArrowRight,NoChange,52,11
155,b73648cf,156,181370,181403,33,Nonproduction,ArrowRight,ArrowRight,NoChange,53,11
156,b73648cf,157,181403,181436,33,Nonproduction,ArrowRight,ArrowRight,NoChange,54,11
157,b73648cf,158,181436,181471,35,Nonproduction,ArrowRight,ArrowRight,NoChange,55,11
158,b73648cf,159,181471,181505,34,Nonproduction,ArrowRight,ArrowRight,NoChange,56,11
159,b73648cf,160,181505,181542,37,Nonproduction,ArrowRight,ArrowRight,NoChange,57,11
160,b73648cf,161,181542,181572,30,Nonproduction,ArrowRight,ArrowRight,NoChange,58,11
161,b73648cf,162,181572,181608,36,Nonproduction,ArrowRight,ArrowRight,NoChange,59,11
162,b73648cf,163,181608,181641,33,Nonproduction,ArrowRight,ArrowRight,NoChange,60,11
163,b73648cf,164,181641,181676,35,Nonproduction,ArrowRight,ArrowRight,NoChange,61,11
164,b73648cf,165,181676,181710,34,Nonproduction,ArrowRight,ArrowRight,NoChange,61,11
165,b73648cf,166,181710,181741,31,Nonproduction,ArrowRight,ArrowRight,NoChange,61,11
166,b73648cf,167,181741,181776,35,Nonproduction,ArrowRight,ArrowRight,NoChange,61,11
167,b73648cf,168,181776,181808,32,Nonproduction,ArrowRight,ArrowRight,NoChange,61,11
168,b73648cf,169,182329,182412,83,Input,Space,Space, ,62,11
169,b73648cf,170,182565,182636,71,Input,q,q,q,63,12
170,b73648cf,171,182732,182824,92,Input,q,q,q,64,12
171,b73648cf,172,182836,182901,65,Input,Space,Space, ,65,12
172,b73648cf,173,183806,183905,99,Input,q,q,q,66,13
173,b73648cf,174,183991,184070,79,Input,q,q,q,67,13
174,b73648cf,175,184040,184123,83,Input,Space,Space, ,68,13
175,b73648cf,176,184343,184419,76,Input,q,q,q,69,14
176,b73648cf,177,184546,184614,68,Input,q,q,q,70,14
177,b73648cf,178,184775,184845,70,Input,q,q,q,71,14
178,b73648cf,179,184929,185053,124,Input,q,q,q,72,14
179,b73648cf,180,185041,185113,72,Input,q,q,q,73,14
180,b73648cf,181,185565,185646,81,Input,q,q,q,74,14
181,b73648cf,182,185710,185794,84,Input,Space,Space, ,75,14
182,b73648cf,183,186360,186443,83,Input,q,q,q,76,15
183,b73648cf,184,186469,186566,97,Input,q,q,q,77,15
184,b73648cf,185,186698,186783,85,Input,Space,Space, ,78,15
185,b73648cf,186,186871,186987,116,Input,q,q,q,79,16
186,b73648cf,187,187168,187272,104,Input,q,q,q,80,16
187,b73648cf,188,187355,187415,60,Input,q,q,q,81,16
188,b73648cf,189,187505,187567,62,Input,q,q,q,82,16
189,b73648cf,190,187731,187806,75,Input,q,q,q,83,16
190,b73648cf,191,188017,188049,32,Input,Space,Space, ,84,16
191,b73648cf,192,188960,189034,74,Remove/Cut,Backspace,Backspace, ,83,16
192,b73648cf,193,189943,190023,80,Input,",",",",",",84,16
193,b73648cf,194,190150,190218,68,Input,Space,Space, ,85,16
194,b73648cf,195,190500,190562,62,Input,q,q,q,86,17
195,b73648cf,196,190699,190770,71,Input,q,q,q,87,17
196,b73648cf,197,190870,190946,76,Input,q,q,q,88,17
197,b73648cf,198,190987,191050,63,Input,Space,Space, ,89,17
198,b73648cf,199,191462,191546,84,Input,q,q,q,90,18
199,b73648cf,200,191570,191642,72,Input,q,q,q,91,18
200,b73648cf,201,191681,191776,95,Input,q,q,q,92,18
201,b73648cf,202,191832,191900,68,Input,q,q,q,93,18
202,b73648cf,203,192777,192849,72,Remove/Cut,Backspace,Backspace,q,92,18
203,b73648cf,204,192927,193003,76,Remove/Cut,Backspace,Backspace,q,91,18
204,b73648cf,205,193090,193162,72,Remove/Cut,Backspace,Backspace,q,90,18
205,b73648cf,206,193390,193466,76,Input,q,q,q,91,18
206,b73648cf,207,193741,193810,69,Input,q,q,q,92,18
207,b73648cf,208,193994,194070,76,Input,q,q,q,93,18
208,b73648cf,209,194168,194245,77,Input,q,q,q,94,18
209,b73648cf,210,194479,194552,73,Input,q,q,q,95,18
210,b73648cf,211,194622,194692,70,Input,q,q,q,96,18
211,b73648cf,212,194723,194799,76,Input,q,q,q,97,18
212,b73648cf,213,195724,195799,75,Input,q,q,q,98,18
213,b73648cf,214,195857,195917,60,Input,q,q,q,99,18
214,b73648cf,215,196016,196093,77,Input,q,q,q,100,18
215,b73648cf,216,196243,196315,72,Input,q,q,q,101,18
216,b73648cf,217,196414,196490,76,Input,Space,Space, ,102,18
217,b73648cf,218,196559,196663,104,Input,q,q,q,103,19
218,b73648cf,219,196676,196748,72,Input,q,q,q,104,19
219,b73648cf,220,196842,196910,68,Input,q,q,q,105,19
220,b73648cf,221,196943,197015,72,Input,Space,Space, ,106,19
221,b73648cf,222,198726,198773,47,Remove/Cut,Backspace,Backspace, ,105,19
222,b73648cf,223,198879,198954,75,Remove/Cut,Backspace,Backspace,q,104,19
223,b73648cf,224,199050,199126,76,Remove/Cut,Backspace,Backspace,q,103,19
224,b73648cf,225,199238,199334,96,Remove/Cut,Backspace,Backspace,q,102,18
225,b73648cf,226,199864,199948,84,Input,q,q,q,103,19
226,b73648cf,227,200049,200137,88,Input,q,q,q,104,19
227,b73648cf,228,200255,200331,76,Input,q,q,q,105,19
228,b73648cf,229,200397,200478,81,Input,q,q,q,106,19
229,b73648cf,230,200677,200740,63,Input,q,q,q,107,19
230,b73648cf,231,200793,200876,83,Input,q,q,q,108,19
231,b73648cf,232,200909,201004,95,Input,Space,Space, ,109,19
232,b73648cf,233,201570,201641,71,Input,q,q,q,110,20
233,b73648cf,234,201770,201850,80,Input,q,q,q,111,20
234,b73648cf,235,201863,201928,65,Input,q,q,q,112,20
235,b73648cf,236,202075,202147,72,Input,q,q,q,113,20
236,b73648cf,237,202266,202341,75,Input,Space,Space, ,114,20
237,b73648cf,238,202386,202460,74,Input,q,q,q,115,21
238,b73648cf,239,202498,202584,86,Input,q,q,q,116,21
239,b73648cf,240,202699,202770,71,Input,q,q,q,117,21
240,b73648cf,241,202863,202958,95,Input,q,q,q,118,21
241,b73648cf,242,203000,203067,67,Input,Space,Space, ,119,21
242,b73648cf,243,203591,203662,71,Input,q,q,q,120,22
243,b73648cf,244,203769,203856,87,Input,q,q,q,121,22
244,b73648cf,245,203901,203966,65,Input,q,q,q,122,22
245,b73648cf,246,204883,204962,79,Input,Space,Space, ,123,22
246,b73648cf,247,205082,205159,77,Input,q,q,q,124,23
247,b73648cf,248,205302,205377,75,Input,q,q,q,125,23
248,b73648cf,249,205536,205611,75,Input,q,q,q,126,23
249,b73648cf,250,205625,205697,72,Input,Space,Space, ,127,23
250,b73648cf,251,206212,206288,76,Input,q,q,q,128,24
251,b73648cf,252,206359,206443,84,Input,q,q,q,129,24
252,b73648cf,253,206471,206554,83,Input,Space,Space, ,130,24
253,b73648cf,254,207314,207382,68,Input,q,q,q,131,25
254,b73648cf,255,207635,207702,67,Input,q,q,q,132,25
255,b73648cf,256,207715,207802,87,Input,q,q,q,133,25
256,b73648cf,257,207925,207985,60,Input,q,q,q,134,25
257,b73648cf,258,208011,208087,76,Input,Space,Space, ,135,25
258,b73648cf,259,208281,208345,64,Input,q,q,q,136,26
259,b73648cf,260,208487,208596,109,Input,q,q,q,137,26
260,b73648cf,261,208836,208900,64,Input,q,q,q,138,26
261,b73648cf,262,209172,209242,70,Input,q,q,q,139,26
262,b73648cf,263,209298,209383,85,Input,q,q,q,140,26
263,b73648cf,264,209514,209598,84,Input,q,q,q,141,26
264,b73648cf,265,209826,209901,75,Input,q,q,q,142,26
265,b73648cf,266,209985,210082,97,Input,q,q,q,143,26
266,b73648cf,267,210204,210280,76,Input,q,q,q,144,26
267,b73648cf,268,210404,210476,72,Input,q,q,q,145,26
268,b73648cf,269,210775,210847,72,Input,.,.,.,146,26
269,b73648cf,270,213449,213520,71,Input,Enter,Enter,"
",147,26
270,b73648cf,271,214753,214753,0,Nonproduction,CapsLock,CapsLock,NoChange,147,26
271,b73648cf,272,215422,215493,71,Input,q,q,q,148,26
272,b73648cf,273,221709,221753,44,Remove/Cut,Backspace,Backspace,q,147,26
273,b73648cf,274,222300,222301,1,Nonproduction,CapsLock,CapsLock,NoChange,147,26
274,b73648cf,275,222862,222863,1,Nonproduction,CapsLock,CapsLock,NoChange,147,26
275,b73648cf,276,223235,223320,85,Input,q,q,q,148,26
276,b73648cf,277,223399,223399,0,Nonproduction,CapsLock,CapsLock,NoChange,148,26
277,b73648cf,278,223564,223646,82,Input,q,q,q,149,26
278,b73648cf,279,223827,223971,144,Input,q,q,q,150,26
279,b73648cf,280,224034,224095,61,Input,Space,Space, ,151,26
280,b73648cf,281,224580,224650,70,Input,q,q,q,152,27
281,b73648cf,282,224725,224832,107,Input,q,q,q,153,27
282,b73648cf,283,224919,225008,89,Input,q,q,q,154,27
283,b73648cf,284,225029,225090,61,Input,q,q,q,155,27
284,b73648cf,285,225301,225345,44,Input,Space,Space, ,156,27
285,b73648cf,286,226190,226298,108,Remove/Cut,Backspace,Backspace, ,155,27
286,b73648cf,287,226362,226449,87,Remove/Cut,Backspace,Backspace,q,154,27
287,b73648cf,288,226527,226623,96,Input,q,q,q,155,27
288,b73648cf,289,226765,226828,63,Input,Space,Space, ,156,27
289,b73648cf,290,227249,227345,96,Input,q,q,q,157,28
290,b73648cf,291,227407,227483,76,Input,q,q,q,158,28
291,b73648cf,292,227528,227628,100,Input,Space,Space, ,159,28
292,b73648cf,293,228056,228135,79,Input,q,q,q,160,29
293,b73648cf,294,228180,228269,89,Input,q,q,q,161,29
294,b73648cf,295,228414,228501,87,Input,q,q,q,162,29
295,b73648cf,296,228661,228731,70,Input,q,q,q,163,29
296,b73648cf,297,228839,228941,102,Input,q,q,q,164,29
297,b73648cf,298,229071,229202,131,Input,q,q,q,165,29
298,b73648cf,299,229290,229363,73,Input,q,q,q,166,29
299,b73648cf,300,229481,229569,88,Input,q,q,q,167,29
300,b73648cf,301,229592,229679,87,Input,q,q,q,168,29
301,b73648cf,302,230543,230642,99,Remove/Cut,Backspace,Backspace,q,167,29
302,b73648cf,303,231339,231404,65,Input,q,q,q,168,29
303,b73648cf,304,231498,231573,75,Input,q,q,q,169,29
304,b73648cf,305,231721,231788,67,Input,q,q,q,170,29
305,b73648cf,306,231889,231957,68,Input,Space,Space, ,171,29
306,b73648cf,307,232263,232293,30,Input,q,q,q,172,30
307,b73648cf,308,232633,232726,93,Input,q,q,q,173,30
308,b73648cf,309,232761,232850,89,Input,Space,Space, ,174,30
309,b73648cf,310,233236,233307,71,Input,q,q,q,175,31
310,b73648cf,311,233461,233539,78,Input,q,q,q,176,31
311,b73648cf,312,233672,233753,81,Input,q,q,q,177,31
312,b73648cf,313,233796,233862,66,Input,Space,Space, ,178,31
313,b73648cf,314,234410,234482,72,Input,q,q,q,179,32
314,b73648cf,315,234613,234683,70,Input,q,q,q,180,32
315,b73648cf,316,234727,234798,71,Input,Space,Space, ,181,32
316,b73648cf,317,234975,235063,88,Input,q,q,q,182,33
317,b73648cf,318,235201,235268,67,Input,q,q,q,183,33
318,b73648cf,319,235323,235405,82,Input,q,q,q,184,33
319,b73648cf,320,235468,235534,66,Input,Space,Space, ,185,33
320,b73648cf,321,236017,236067,50,Input,q,q,q,186,34
321,b73648cf,322,236092,236168,76,Input,q,q,q,187,34
322,b73648cf,323,236293,236380,87,Input,q,q,q,188,34
323,b73648cf,324,236498,236558,60,Input,q,q,q,189,34
324,b73648cf,325,236681,236821,140,Input,q,q,q,190,34
325,b73648cf,326,236851,236911,60,Input,Space,Space, ,191,34
326,b73648cf,327,239069,239142,73,Input,q,q,q,192,35
327,b73648cf,328,239307,239369,62,Input,q,q,q,193,35
328,b73648cf,329,239470,239550,80,Input,q,q,q,194,35
329,b73648cf,330,239631,239690,59,Input,q,q,q,195,35
330,b73648cf,331,239878,239951,73,Input,q,q,q,196,35
331,b73648cf,332,240229,240301,72,Input,q,q,q,197,35
332,b73648cf,333,240443,240499,56,Input,q,q,q,198,35
333,b73648cf,334,241100,241249,149,Remove/Cut,Backspace,Backspace,q,197,35
334,b73648cf,335,241614,241713,99,Remove/Cut,Backspace,Backspace,q,196,35
335,b73648cf,336,243273,243340,67,Input,q,q,q,197,35
336,b73648cf,337,243711,243767,56,Input,q,q,q,198,35
337,b73648cf,338,243894,243973,79,Input,q,q,q,199,35
338,b73648cf,339,244028,244082,54,Input,Space,Space, ,200,35
339,b73648cf,340,244644,244744,100,Input,q,q,q,201,36
340,b73648cf,341,244842,244922,80,Input,q,q,q,202,36
341,b73648cf,342,244890,244970,80,Input,Space,Space, ,203,36
342,b73648cf,343,245119,245195,76,Input,q,q,q,204,37
343,b73648cf,344,245295,245361,66,Input,q,q,q,205,37
344,b73648cf,345,245513,245601,88,Input,q,q,q,206,37
345,b73648cf,346,245674,245767,93,Input,q,q,q,207,37
346,b73648cf,347,245787,245859,72,Input,q,q,q,208,37
347,b73648cf,348,247846,247916,70,Input,",",",",",",209,37
348,b73648cf,349,248045,248116,71,Input,Space,Space, ,210,37
349,b73648cf,350,248287,248370,83,Input,q,q,q,211,38
350,b73648cf,351,248433,248509,76,Input,q,q,q,212,38
351,b73648cf,352,248572,248644,72,Input,Space,Space, ,213,38
352,b73648cf,353,249266,249309,43,Input,q,q,q,214,39
353,b73648cf,354,249453,249580,127,Input,q,q,q,215,39
354,b73648cf,355,249607,249689,82,Input,Space,Space, ,216,39
355,b73648cf,356,249776,249883,107,Input,q,q,q,217,40
356,b73648cf,357,249918,249991,73,Input,q,q,q,218,40
357,b73648cf,358,250047,250140,93,Input,q,q,q,219,40
358,b73648cf,359,250167,250233,66,Input,q,q,q,220,40
359,b73648cf,360,250393,250468,75,Input,Space,Space, ,221,40
360,b73648cf,361,251145,251193,48,Input,q,q,q,222,41
361,b73648cf,362,252040,252167,127,Remove/Cut,Backspace,Backspace,q,221,40
362,b73648cf,363,252711,252790,79,Input,q,q,q,222,41
363,b73648cf,364,252972,253031,59,Input,q,q,q,223,41
364,b73648cf,365,253607,253737,130,Remove/Cut,Backspace,Backspace,q,222,41
365,b73648cf,366,254263,254337,74,Input,q,q,q,223,41
366,b73648cf,367,254419,254495,76,Input,q,q,q,224,41
367,b73648cf,368,254560,254628,68,Input,Space,Space, ,225,41
368,b73648cf,369,255022,255098,76,Input,q,q,q,226,42
369,b73648cf,370,255231,255277,46,Input,q,q,q,227,42
370,b73648cf,371,255345,255407,62,Input,Space,Space, ,228,42
371,b73648cf,372,267475,267549,74,Nonproduction,Leftclick,Leftclick,NoChange,146,42
372,b73648cf,373,268350,268437,87,Remove/Cut,Backspace,Backspace,.,145,42
373,b73648cf,374,269047,269119,72,Input,Space,Space, ,146,43
374,b73648cf,375,269276,269383,107,Input,q,q,q,147,43
375,b73648cf,376,269396,269468,72,Input,q,q,q,148,43
376,b73648cf,377,269626,269720,94,Input,q,q,q,149,43
377,b73648cf,378,269863,269942,79,Input,q,q,q,150,43
378,b73648cf,379,269988,270099,111,Input,q,q,q,151,43
379,b73648cf,380,270237,270321,84,Input,q,q,q,152,43
380,b73648cf,381,270425,270508,83,Input,q,q,q,153,43
381,b73648cf,382,270626,270697,71,Input,q,q,q,154,43
382,b73648cf,383,270724,270790,66,Input,Space,Space, ,155,44
383,b73648cf,384,270897,270940,43,Input,q,q,q,156,44
384,b73648cf,385,271190,271261,71,Input,q,q,q,157,44
385,b73648cf,386,271439,271514,75,Input,Space,Space, ,158,45
386,b73648cf,387,271985,272060,75,Input,q,q,q,159,45
387,b73648cf,388,272176,272236,60,Input,q,q,q,160,45
388,b73648cf,389,272318,272393,75,Input,q,q,q,161,45
389,b73648cf,390,272488,272567,79,Input,q,q,q,162,45
390,b73648cf,391,272677,272792,115,Input,q,q,q,163,45
391,b73648cf,392,272892,272967,75,Input,q,q,q,164,45
392,b73648cf,393,273131,273222,91,Input,q,q,q,165,45
393,b73648cf,394,273330,273418,88,Input,q,q,q,166,45
394,b73648cf,395,273578,273652,74,Input,q,q,q,167,45
395,b73648cf,396,273749,273832,83,Input,q,q,q,168,45
396,b73648cf,397,273990,274081,91,Input,q,q,q,169,45
